instant,season_1,season_2,season_3,season_4,mnth_1,mnth_2,mnth_3,mnth_4,mnth_5,mnth_6,mnth_7,mnth_8,mnth_9,mnth_10,mnth_11,mnth_12,weathersit_1,weathersit_2,weathersit_3,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,temp,atemp,hum,windspeed,holiday,workingday,yr,cnt
419,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.4922349958867919,0.4796058524619258,0.5702652956298201,0.34741552427447264,0,1,1,5062
420,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.43408562301083836,0.4356653956859464,0.7583547557840618,0.44359519930369,0,1,1,3487
421,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.2887128138454994,0.2318184300255281,0.4070262210796915,0.82307549426239,0,0,1,2732
422,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.2741764051633284,0.24840094803750568,0.4215938303341902,0.3769287113049154,0,0,1,3389
423,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.3832057005250602,0.3660734256518283,0.5047125964010283,0.5064024608341083,0,1,1,4322
424,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.3738603323511975,0.36025976521685255,0.4070262210796915,0.3525776519864193,0,1,1,4363
425,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.35539513088873453,0.3536243952690534,0.8275403598971722,0.3230974497975865,0,1,1,1834
426,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.5316923863659302,0.5201990899764041,0.6328195372750642,0.4217839727891549,0,1,1,4990
427,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.36659088196102213,0.3685516805403436,0.6756637532133676,0.25256555067265374,0,1,1,3194
428,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.4423930322928575,0.43897454853231666,0.6388174807197943,0.2859111639876447,0,0,1,4066
429,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.33232453199019213,0.2939664469490687,0.4147383033419023,0.6435740477740077,0,0,1,3423
430,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.22952548207770213,0.212779971920112,0.5205655526992288,0.42564113770491063,0,1,1,3333
431,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.24821621842542757,0.23098753206767314,0.4695804627249357,0.367952711281826,0,1,1,3956
432,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.4299325413943738,0.40170621548426255,0.5278488431876607,0.6666799293217307,0,1,1,4916
433,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.583611513792642,0.5848240491534554,0.583547557840617,0.8641436836192948,0,1,1,5382
434,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.438238704627303,0.4174355207433085,0.41859434447300764,0.8089703513689638,0,1,1,4569
435,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.2845597322290348,0.2608171625451678,0.3603259640102828,0.41923383222219085,0,0,1,4118
436,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.37706517061028744,0.3683259073195678,0.4904442159383033,0.4127131413464371,0,0,1,4911
437,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.5078106095098964,0.49948702224023744,0.5029994858611825,0.3820496079648497,0,1,1,5298
438,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.6303383546619555,0.6088780856111051,0.634961439588689,0.4423232213491089,0,1,1,5847
439,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.6396837228358183,0.6163443535167593,0.5214221079691516,0.19104469796502077,0,1,1,6312
440,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.6209929864880929,0.5956152215255339,0.595972236503856,0.2628300210711291,0,1,1,6192
441,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.469389931873512,0.46881993062986527,0.8658951156812339,0.18718959460186577,0,1,1,4378
442,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5669979412776938,0.5591515337352447,0.7772061696658097,0.18206045173152896,0,0,1,7836
443,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.515078813850982,0.5052731173401184,0.8329048843187661,0.21541431125692245,0,0,1,5892
444,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.6054173728649884,0.5956099709855159,0.7493573264781491,0.28846336610720946,0,1,1,6153
445,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.6251460681045575,0.6031077421312783,0.8307629820051413,0.20384487806225604,0,1,1,6093
446,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.5888038003500401,0.5699308923922826,0.8444730077120822,0.13846747890464764,0,1,1,6230
447,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.6168399048716282,0.5939639266898601,0.8547557840616966,0.196198579466565,0,1,1,6871
448,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.6760272366394254,0.6445003743635033,0.7137964010282776,0.19359690008458552,0,1,1,8362
449,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5524602865464329,0.5351132488976491,0.9104544987146529,0.3512706276376277,0,0,1,3372
450,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.47146709570628936,0.4704725381005437,0.9057408740359897,0.40897760803411787,0,0,1,4996
451,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.4818504227719957,0.4721290834762355,0.4914313624678663,0.7512901711562817,0,1,1,5558
452,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.3292094092655712,0.3105489649610462,0.29820051413881743,0.33974448704757426,0,1,1,5102
453,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.5296164685822429,0.5143959306214644,0.4948586118251928,0.5551334412075092,0,1,1,5698
454,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.5420769594807265,0.5292995884626734,0.45158560411311055,0.6128136214201912,0,1,1,6133
455,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.3873587821415248,0.3892637482765102,0.5972575835475579,0.2384707155422306,0,1,1,5459
456,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.45485352319134115,0.44975915772937247,0.7592113110539845,0.4704984607417509,0,0,1,6235
457,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.45692944097502847,0.4439559983744328,0.6953727506426735,0.30897581448335537,0,0,1,6041
458,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.4669975176210032,0.4573790039305543,0.518609768637532,0.5973292998369519,0,1,1,5936
459,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5078106095098964,0.5019692150337662,0.4078838046272493,0.16026777919039945,0,1,1,6772
460,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.6012642912485238,0.5964356184033528,0.48286169665809764,0.3269278145295341,0,1,1,6436
461,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.46835197298166836,0.46217012169701654,0.384747557840617,0.40640891349374825,0,1,1,6457
462,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.42889333645344024,0.409144918054822,0.3877460154241645,0.5731039952270934,0,1,1,6460
463,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.47146709570628936,0.45556231708431216,0.26135424164524423,0.520499357517132,0,0,1,6857
464,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.549345163821812,0.5425847673433213,0.28363290488431875,0.4333472213260195,0,0,1,5169
465,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.5358467140314846,0.5218621985271186,0.3264781491002571,0.6922782279636005,0,1,1,5585
466,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.48288962771292926,0.46882518116988336,0.4473007712082262,0.4679380124117836,0,1,1,5918
467,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.36081295233139526,0.338928133758557,0.4828431876606683,0.5625612152275347,0,1,1,4862
468,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.4216251321123548,0.40499305353555615,0.47943444730077117,0.552572992877542,0,1,1,5409
469,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.47769734115553114,0.4630167712749256,0.4198796915167095,0.27434997700338076,0,1,1,6398
470,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.5431149183725702,0.5367711069083455,0.5171383033419024,0.34742377048487516,0,0,1,7460
471,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.6822574820886673,0.6494988884606783,0.5222796915167094,0.41795360805720727,0,0,1,7132
472,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.7539053047549482,0.7033825553958226,0.5775496143958869,0.541028298314083,1,0,1,6370
473,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.6843333998723548,0.6818054611916836,0.4014570694087404,0.517938909187165,0,1,1,6691
474,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.5036562818443421,0.4961345524387184,0.5852616966580977,0.2999977529076653,0,1,1,4367
475,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.5472679999890347,0.5433999136811222,0.6298200514138818,0.08975484634939232,0,1,1,6565
476,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.5825735549007983,0.5732347946986348,0.7142241645244215,0.26280528243992174,0,1,1,7290
477,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6365686001111973,0.608867584531069,0.7022282776349614,0.5384678499841158,0,0,1,6624
478,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.4205871732205111,0.4074870600441256,0.8590406169665809,0.6641380349651692,0,0,1,1027
479,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.3271334914818838,0.29147769098051735,0.7883465295629819,0.5795113007098133,0,1,1,3214
480,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.4413538273519239,0.42819912778029223,0.4670097686375321,0.46795450483258855,0,1,1,5633
481,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.5202711004083801,0.5135650326636094,0.4400174807197943,0.1987342891653248,0,1,1,6196
482,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.5472679999890347,0.530978448633442,0.7780637532133675,0.31796006071684724,0,1,1,5026
483,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.4963880775032566,0.49035764578386887,0.4121676092544987,0.6705020478432758,0,1,1,6233
484,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.39566619142354387,0.391735439990003,0.5034272493573264,0.22178863189803233,0,0,1,4220
485,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.49742603639510025,0.4870550561125212,0.6036843187660669,0.19485032406576105,0,0,1,6304
486,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.5046954867852755,0.4969982662716861,0.5861182519280205,0.30767909789756687,0,1,1,5572
487,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.6905636453215965,0.6536284381848674,0.6782344473007712,0.2756384473787668,0,1,1,5740
488,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.6293003957701119,0.6022715936334053,0.8196226221079691,0.23845216156882504,0,1,1,6169
489,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.6241081092127139,0.6014131303404555,0.7900596401028278,0.2294596691249307,0,1,1,6421
490,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.7082164227774782,0.6718688142075413,0.756212853470437,0.289743590272193,0,1,1,6296
491,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.7009482184363928,0.6635873999640863,0.7780637532133675,0.26923938810644954,0,0,1,6883
492,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.6272232319373346,0.6138765997082801,0.7609254498714653,0.26282177486072666,0,0,1,6359
493,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.5960720046911255,0.5881555167949024,0.6829480719794344,0.42948181019986137,0,1,1,6273
494,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.6511062548424583,0.6279664238466928,0.705226735218509,0.564117687441001,0,1,1,5728
495,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.6427988455604392,0.6221304486166402,0.7652102827763496,0.3999830540376229,0,1,1,4717
496,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.5566133681628974,0.5417420556704257,0.5676946015424165,0.6012957270405404,0,1,1,6572
497,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.5908797181337274,0.5798741025514474,0.37060874035989716,0.4422964211653008,0,1,1,7030
498,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6293003957701119,0.6113563404996204,0.49400205655526985,0.2076834890046061,0,0,1,7429
499,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.6895256864297529,0.6644143600169279,0.5925449871465296,0.4179288694259999,0,0,1,6118
500,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.640721681727662,0.6180284642275459,0.8119105398457583,0.3923140783633252,0,1,1,2843
501,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.6884877275379091,0.6528185423870846,0.8170519280205656,0.25769469354299046,0,1,1,5115
502,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.7196389547841182,0.678508122060354,0.717652442159383,0.20640326483962257,0,1,1,7424
503,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.6656426635246293,0.6478423430849863,0.5347043701799485,0.42691311565949175,0,1,1,7384
504,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6293003957701119,0.6196311915680528,0.5381316195372751,0.2358937747914585,0,1,1,7639
505,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6739500728066483,0.6403537603842555,0.4691516709511568,0.1269572122696189,0,0,1,8294
506,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.6999090134954592,0.6627460009261953,0.5454159383033419,0.47822928299406714,0,0,1,7129
507,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.6718729089738711,0.6387247803436584,0.8341902313624678,0.43460064530719505,0,1,1,4359
508,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.6926408091543738,0.6586217017420243,0.7874889460154241,0.19744581878993875,0,1,1,6073
509,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.7009482184363928,0.6635926505041044,0.7964863753213367,0.16411669789575264,0,1,1,5260
510,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.7424827727483083,0.692586132483726,0.7369326478149101,0.3102725310691439,0,1,1,6770
511,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.7736339999945174,0.7199270069926692,0.7682087403598971,0.24358955064956433,0,1,1,6734
512,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.789209613617622,0.7398357421060757,0.7532133676092545,0.36407080773486294,0,0,1,6536
513,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.786094490893001,0.7381673830153432,0.7167948586118251,0.3974246672602564,0,0,1,6591
514,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.8141305954145892,0.7878834338111675,0.6953727506426735,0.35897671125873665,1,0,1,6043
515,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.8265910863130729,0.7796033322027172,0.7039413881748071,0.5628209708552125,0,1,1,5743
516,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.7445599365810855,0.6983997929187018,0.6889460154241646,0.23076463192112173,0,1,1,6855
517,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.7736339999945174,0.7249150200098081,0.5068555269922879,0.3564162629287695,0,1,1,7338
518,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.7414448138564647,0.6942426778594178,0.7767784061696658,0.4435869530932876,0,1,1,4127
519,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6531821726261456,0.6395399266814592,0.5646961439588688,0.3384457089091851,0,0,1,8120
520,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.6770651955312693,0.6511501832963521,0.5072832904884318,0.33334336622265637,0,0,1,7641
521,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.6708349500820274,0.6552849835605592,0.5008565552699228,0.5410365445244855,0,1,1,6998
522,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.6002250863075902,0.5865147230392647,0.6306766066838047,0.3858882189071999,0,1,1,7001
523,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.6168399048716282,0.6080419371132322,0.6285347043701799,0.11283557695538779,0,1,1,7055
524,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.6770651955312693,0.6436799774856844,0.583118766066838,0.27822363433994135,0,1,1,7494
525,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.7352145684072229,0.6809850643138647,0.48114858611825195,0.31539961238688,0,1,1,7736
526,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.812053431581812,0.7472796952166532,0.44944267352185086,0.25129357271807257,0,0,1,7498
527,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.8317833728704709,0.7671661155349828,0.5535557840616966,0.22951120793994617,0,0,1,6598
528,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.8245139224802955,0.762183353057862,0.6045419023136247,0.3820496079648497,0,1,1,6664
529,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.740405608915531,0.6810021285689234,0.8568976863753213,0.3961361968848704,0,1,1,4972
530,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.743520731640152,0.6983840412986476,0.5985429305912596,0.6615260478201865,0,1,1,7421
531,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.7341753634662893,0.7157974572684801,0.5856894601542416,0.47692225864527543,0,1,1,7363
532,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.7227540775087392,0.6834685697423981,0.6062550128534704,0.31794356829604226,0,1,1,7665
533,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.7134087093348764,0.6768450135096395,0.5184236503856041,0.29743111991989635,0,0,1,7702
534,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.6646047046327856,0.6470048819521088,0.6156812339331619,0.25256555067265374,0,0,1,6978
535,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.6344914362784202,0.6113891563747332,0.7999146529562982,0.3140864033802866,0,1,1,5099
536,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.7840173270602238,0.7555821116201803,0.7095115681233932,0.25898316391837656,0,1,1,6825
537,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9013540317039745,0.8425874976241308,0.608825706940874,0.1884677572142487,0,1,1,6211
538,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.9304280951174064,0.8840234468115047,0.5839763496143958,0.19872398140232167,0,1,1,5905
539,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8951237862547328,0.8467170473483199,0.589974293059126,0.3307767332348874,0,1,1,5823
540,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.8380136183197128,0.7530881051116108,0.5496997429305913,0.3243426275683595,0,0,1,7458
541,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.8525500270018838,0.781259877578409,0.4927167095115681,0.25384577483763726,0,0,1,6891
542,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.8182836770310538,0.7547288988672486,0.5184236503856041,0.5730936874640904,0,1,1,6779
543,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.7123695043939429,0.6768397629696215,0.3838899742930591,0.6705206018166815,0,1,1,7442
544,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.7954398590668638,0.7373364850574883,0.37017994858611825,0.5141167906656198,0,1,1,7335
545,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.8598194773920592,0.7829111724140828,0.4344473007712082,0.30770383652877425,0,1,1,6879
546,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.96573365002917,0.9287462340501722,0.5025706940874036,0.29485417916912426,0,1,1,5463
547,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.8795481726316283,0.7986575419281874,0.6182519280205655,0.28589467156683973,0,0,1,5687
548,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.9428885860158902,0.8815123760478766,0.5334190231362468,0.3012697308622464,0,0,1,5531
549,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.900316072812131,0.8177301285437208,0.4597254498714653,0.35639152429756205,0,1,1,6227
550,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.8992768678711974,0.8185334611664811,0.50599794344473,0.2140825482769234,0,1,1,6660
551,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9096614409859937,0.8575016565453758,0.5539845758354754,0.23204485608610526,1,0,1,7403
552,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.957426240747151,0.8956074507263073,0.4708658097686375,0.35383932217799735,0,1,1,6241
553,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.9584641996389947,0.884011633096464,0.4635814910025707,0.2551177527922184,0,1,1,6207
554,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0,0.952767454632709,0.50599794344473,0.29101350667417347,0,0,1,4840
555,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.9511959952979092,0.9337119322722343,0.589974293059126,0.21282912429574785,0,0,1,4672
556,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.812053431581812,0.7547446504873027,0.7026560411311054,0.3269278145295341,0,1,1,6569
557,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8245139224802955,0.7688449757057515,0.6863753213367608,0.2666521395926743,0,1,1,6290
558,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.8193228819719874,0.7497789522652406,0.6512421593830334,0.2666438933822718,0,1,1,7264
